LUFS-I-InGame,LUFS-M-InGame,name,wwise_path,file_path,LUFS-I,LUFS-M-MAX,音频时长,OutPutBus_BusVolume,OutPutBus_Volume,父级名1,父级音量1,父级MakeUpGain1,父级名2,父级音量2,父级MakeUpGain2,父级名3,父级音量3,父级MakeUpGain3,父级名4,父级音量4,父级MakeUpGain4,父级名5,父级音量5,父级MakeUpGain5,父级名6,父级音量6,父级MakeUpGain6,父级名7,父级音量7,父级MakeUpGain7,父级名8,父级音量8,父级MakeUpGain8,父级名9,父级音量9,父级MakeUpGain9,父级名10,父级音量10,父级MakeUpGain10,父级名11,父级音量11,父级MakeUpGain11,父级名12,父级音量12,父级MakeUpGain12,父级名13,父级音量13,父级MakeUpGain13,父级名14,父级音量14,父级MakeUpGain14,父级名15,父级音量15,父级MakeUpGain15,父级名16,父级音量16,父级MakeUpGain16,父级名17,父级音量17,父级MakeUpGain17,父级名18,父级音量18,父级MakeUpGain18,Main_Mix&MasterAudio
-26.2 ,-24.4 ,SFX_Nikki_Skill_MedicineFairy_FuChenJiPin_R03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev_1_8_3C\Dev_1_8_3C\Nikki_Skill_1_8\Nikki_Skill_MedicineFairy\SFX_Nikki_Skill_MedicineFairy_FuChenJiPin\SFX_Nikki_Skill_MedicineFairy_FuChenJiPin_R03\SFX_Nikki_Skill_MedicineFairy_FuChenJiPin_R03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\3C\SFX_Nikki_Skill_MedicineFairy_FuChenJiPin_R03.wav,-23.2 ,-21.4 ,"{'max': 1.1338750123977661, 'min': 1.1338750123977661, 'type': 'oneShot'}",0,0,SFX_Nikki_Skill_MedicineFairy_FuChenJiPin_R03,0,0,SFX_Nikki_Skill_MedicineFairy_FuChenJiPin,0,0,Nikki_Skill_MedicineFairy,0,-6,Nikki_Skill_1_8,0,0,Dev_1_8_3C,0,0,Dev_1_8_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-26.2 ,-25.0 ,nikki_skill_recovery_spell_V5,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Recovery\Nikki_Skill_Recovery_Cast\nikki_skill_recovery_spell\nikki_skill_recovery_spell_V5,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_skill_recovery_spell_V5.wav,-18.2 ,-17.0 ,"{'max': 1.0956041812896729, 'min': 1.0956041812896729, 'type': 'oneShot'}",0,0,nikki_skill_recovery_spell,-11,0,Nikki_Skill_Recovery_Cast,-2,0,Nikki_Skill_Recovery,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,3
-26.2 ,-24.6 ,Sfx_3C_Nikki_Skill_PhxJump_Initial_FallToFloat_R03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_PhxJump\Sfx_3C_Nikki_Skill_PhxJump_Initial_FallToFloat\Sfx_3C_Nikki_Skill_PhxJump_Initial_FallToFloat_R03\Sfx_3C_Nikki_Skill_PhxJump_Initial_FallToFloat_R03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\PhxJump\Sfx_3C_Nikki_Skill_PhxJump_Initial_FallToFloat_R03.wav,-27.2 ,-25.6 ,"{'max': 3.4666075706481934, 'min': 3.4666075706481934, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_PhxJump_Initial_FallToFloat_R03,0,1,Sfx_3C_Nikki_Skill_PhxJump_Initial_FallToFloat,-2,0,Nikki_Skill_PhxJump,-1,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-26.2 ,-23.5 ,Sfx_3C_Nikki_Skill_Purege_NS_Fight_Clothing_S0183_Yuanwangqiu_Xiaoshi_R02,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_3_3C\Dev1_3_3C\Nikki_Skill_1_3\Nikki_Skill_1_3\Nikki_Skill_Purege_MusicBox\Sfx_3C_Nikki_Skill_Purege_NS_Fight_Clothing_S0183_Yuanwangqiu_Xiaoshi\Sfx_3C_Nikki_Skill_Purege_NS_Fight_Clothing_S0183_Yuanwangqiu_Xiaoshi_R02\Sfx_3C_Nikki_Skill_Purege_NS_Fight_Clothing_S0183_Yuanwangqiu_Xiaoshi_R02,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\MusicBox\Sfx_3C_Nikki_Skill_Purege_NS_Fight_Clothing_S0183_Yuanwangqiu_Xiaoshi_R02.wav,-25.2 ,-22.5 ,"{'max': 1.9514166116714478, 'min': 1.9514166116714478, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_Purege_NS_Fight_Clothing_S0183_Yuanwangqiu_Xiaoshi_R02,0,0,Sfx_3C_Nikki_Skill_Purege_NS_Fight_Clothing_S0183_Yuanwangqiu_Xiaoshi,0,0,Nikki_Skill_Purege_MusicBox,-4,0,Nikki_Skill_1_3,0,0,Nikki_Skill_1_3,,,Dev1_3_3C,0,0,Dev1_3_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,3
-26.3 ,-24.2 ,Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_Transform_Anim r03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_4_3C\Dev1_4_3C\Nikki_Skill_1_4\Nikki_Skill_Doll\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_Transform_Anim\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_Transform_Anim r03\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_Transform_Anim r03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Doll\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_Transform_Anim r03.wav,-20.3 ,-18.2 ,"{'max': 2.5611765384674072, 'min': 2.5611765384674072, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_Transform_Anim r03,0,0,Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_Transform_Anim,-2,0,Nikki_Skill_Doll,-5,0,Nikki_Skill_1_4,0,0,Dev1_4_3C,-2,0,Dev1_4_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-26.3 ,-23.6 ,nikki_skill_purege_ball_dissipate_01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Purege\Nikki_Skill_Purege\Nikki_Skill_Purege_Cast\nikki_skill_purege_ball_dissipate\nikki_skill_purege_ball_dissipate_01\nikki_skill_purege_ball_dissipate_01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\nikki_skill_purege_ball_dissipate_01.wav,-34.3 ,-31.6 ,"{'max': 1.1407029628753662, 'min': 1.1407029628753662, 'type': 'oneShot'}",0,0,nikki_skill_purege_ball_dissipate_01,0,0,nikki_skill_purege_ball_dissipate,-1,0,Nikki_Skill_Purege_Cast,-2,0,Nikki_Skill_Purege,6,0,Nikki_Skill_Purege,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,3
-26.3 ,-23.2 ,Sfx_3C_Nikki_Skill_NS_3C_GlidingStart_001_R01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Gliding\Nikki_Skill_Gliding\Sfx_3C_Nikki_Skill_NS_3C_GlidingStart_001\Sfx_3C_Nikki_Skill_NS_3C_GlidingStart_001\Sfx_3C_Nikki_Skill_NS_3C_GlidingStart_001_R01\Sfx_3C_Nikki_Skill_NS_3C_GlidingStart_001_R01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Gliding\Sfx_3C_Nikki_Skill_NS_3C_GlidingStart_001_R01.wav,-24.3 ,-21.2 ,"{'max': 3.8156235218048096, 'min': 3.8156235218048096, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NS_3C_GlidingStart_001_R01,0,0,Sfx_3C_Nikki_Skill_NS_3C_GlidingStart_001,-5,0,Sfx_3C_Nikki_Skill_NS_3C_GlidingStart_001,0,0,Nikki_Skill_Gliding,-2,0,Nikki_Skill_Gliding,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,3
-26.3 ,-22.3 ,nikki_skill_fall_end_v4,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Ability\Nikki_Common_Obsolete\nikki_skill\nikki_skill_fall_end\nikki_skill_fall_end_v4,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\fall\nikki_skill_fall_end_v4.wav,-21.3 ,-17.3 ,"{'max': 2.010479211807251, 'min': 2.010479211807251, 'type': 'oneShot'}",0,0,nikki_skill_fall_end,-8,0,nikki_skill,0,0,Nikki_Common_Obsolete,,,Ability,0,0,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,,,,,,,3
-26.3 ,-24.1 ,nikki_skill_recovery_dissipate_v3,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Recovery\Nikki_Skill_Recovery_Imp\nikki_skill_recovery_hit_destory\nikki_skill_recovery_dissipate_v3,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\recover\nikki_skill_recovery_dissipate_v3.wav,-19.3 ,-17.1 ,"{'max': 1.5846666097640991, 'min': 1.5846666097640991, 'type': 'oneShot'}",0,0,nikki_skill_recovery_hit_destory,-8,0,Nikki_Skill_Recovery_Imp,-4,0,Nikki_Skill_Recovery,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,3
-26.3 ,-24.4 ,Vfs_NS_Fight_Common_Prop_Jiansu_StartLoop_01_03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Common\Nikki_Item\FightItem\Vfs_NS_Fight_Common_Prop_Jiansu_StartLoop_01\Vfs_NS_Fight_Common_Prop_Jiansu_StartLoop_01_03\Vfs_NS_Fight_Common_Prop_Jiansu_StartLoop_01_03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\3C\Item\Vfs_NS_Fight_Common_Prop_Jiansu_StartLoop_01_03.wav,-25.3 ,-23.4 ,"{'max': 1.1454166173934937, 'min': 1.1454166173934937, 'type': 'oneShot'}",0,0,Vfs_NS_Fight_Common_Prop_Jiansu_StartLoop_01_03,0,0,Vfs_NS_Fight_Common_Prop_Jiansu_StartLoop_01,-4,0,FightItem,0,0,Nikki_Item,0,0,Nikki_Common,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-26.3 ,-21.9 ,Sfx_3C_Nikki_Skill_PhantomThief_Posture_C_Anim_Music,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_2_3C\Dev1_2_3C\Nikki_Skill_1_2\Nikki_Skill_1_2\Nikki_Skill_PhantomThief\Nikki_Skill_PhantomThief_Music\Sfx_3C_Nikki_Skill_PhantomThief_Posture_C_Anim_Music\Sfx_3C_Nikki_Skill_PhantomThief_Posture_C_Anim_Music,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\PhantomThief\Sfx_3C_Nikki_Skill_PhantomThief_Posture_C_Anim_Music.wav,-26.3 ,-21.9 ,"{'max': 3.200000047683716, 'min': 3.200000047683716, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_PhantomThief_Posture_C_Anim_Music,0,0,Nikki_Skill_PhantomThief_Music,-3,0,Nikki_Skill_PhantomThief,0,0,Nikki_Skill_1_2,0,0,Nikki_Skill_1_2,,,Dev1_2_3C,0,0,Dev1_2_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,3
-26.3 ,-23.2 ,Sfx_3C_Skill_Nikki_Skill_NS_Piaofu_Trai_R01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Float\Nikki_Skill_Float\Nikki_Skill_Float_Default\Nikki_Skill_Float_Special\Nikki_Skill_Float_Start_1st\Sfx_3C_Skill_Nikki_Skill_NS_Piaofu_Trai_R01\Sfx_3C_Skill_Nikki_Skill_NS_Piaofu_Trai_R01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Float\Bubble\Sfx_3C_Skill_Nikki_Skill_NS_Piaofu_Trai_R01.wav,-29.3 ,-26.2 ,"{'max': 0.7628589272499084, 'min': 0.7628589272499084, 'type': 'oneShot'}",0,0,Sfx_3C_Skill_Nikki_Skill_NS_Piaofu_Trai_R01,0,0,Nikki_Skill_Float_Start_1st,0,0,Nikki_Skill_Float_Special,-2,0,Nikki_Skill_Float_Default,0,0,Nikki_Skill_Float,0,0,Nikki_Skill_Float,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,3
-26.4 ,-19.0 ,Sfx_3C_Nikki_Ability_NS_Fireworks_Meteor_R02,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_2_3C\Dev1_2_3C\Nikki_Skill_1_2\Nikki_Skill_1_2\Nikki_Skill_Firework\Nikki_Skill_Firework_FourStar\Sfx_3C_Nikki_Ability_NS_Fireworks_Meteor\Sfx_3C_Nikki_Ability_NS_Fireworks_Meteor_R02\Sfx_3C_Nikki_Ability_NS_Fireworks_Meteor_R02,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Firework\Sfx_3C_Nikki_Ability_NS_Fireworks_Meteor_R02.wav,-24.4 ,-17.0 ,"{'max': 6.012604236602783, 'min': 6.012604236602783, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Ability_NS_Fireworks_Meteor_R02,0,0,Sfx_3C_Nikki_Ability_NS_Fireworks_Meteor,-10,0,Nikki_Skill_Firework_FourStar,5,0,Nikki_Skill_Firework,0,0,Nikki_Skill_1_2,0,0,Nikki_Skill_1_2,,,Dev1_2_3C,0,0,Dev1_2_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-26.4 ,-21.6 ,Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_LongJump_Start_Anim r01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_4_3C\Dev1_4_3C\Nikki_Skill_1_4\Nikki_Skill_Doll\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_ShortJump_Start_Anim\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_LongJump_Start_Anim r01\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_LongJump_Start_Anim r01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Doll\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_LongJump_Start_Anim r01.wav,-22.4 ,-17.6 ,"{'max': 0.8425098061561584, 'min': 0.8425098061561584, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_LongJump_Start_Anim r01,0,0,Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_ShortJump_Start_Anim,0,0,Nikki_Skill_Doll,-5,0,Nikki_Skill_1_4,0,0,Dev1_4_3C,-2,0,Dev1_4_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-26.4 ,-22.5 ,Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Raiden_Start,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev_1_8_3C\Dev_1_8_3C\Nikki_Skill_1_8\Nikki_Skill_FlowerCat\Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Raiden_Start\Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Raiden_Start,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\FlowerCat\Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Raiden_Start.wav,-22.4 ,-18.5 ,"{'max': 3.5625, 'min': 3.5625, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_Nikki_AM_Nikki_Raiden_Start,3,0,Nikki_Skill_FlowerCat,-10,0,Nikki_Skill_1_8,0,0,Dev_1_8_3C,0,0,Dev_1_8_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,,,,3
-26.4 ,-23.0 ,Sfx_3C_Skill_Nikki_Skill_NS_Piaofu_Trai_R01_Bu,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Float\Nikki_Skill_Float\Nikki_Skill_Float_Default\Nikki_Skill_Float_Special\Nikki_Skill_Float_Start_1st\Sfx_3C_Skill_Nikki_Skill_NS_Piaofu_Trai_R01_Bu\Sfx_3C_Skill_Nikki_Skill_NS_Piaofu_Trai_R01_Bu,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Float\Bubble\Sfx_3C_Skill_Nikki_Skill_NS_Piaofu_Trai_R01_Bu.wav,-29.4 ,-26.0 ,"{'max': 2.420659303665161, 'min': 2.420659303665161, 'type': 'oneShot'}",0,0,Sfx_3C_Skill_Nikki_Skill_NS_Piaofu_Trai_R01_Bu,0,0,Nikki_Skill_Float_Start_1st,0,0,Nikki_Skill_Float_Special,-2,0,Nikki_Skill_Float_Default,0,0,Nikki_Skill_Float,0,0,Nikki_Skill_Float,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,3
-26.4 ,-24.2 ,nikki_skill_jumphitback_start_R01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Purege\Nikki_Skill_Fall\Nikki_Skill_Fall_Cast_1_2\nikki_skill_jumphitback_start\nikki_skill_jumphitback_start_R01\nikki_skill_jumphitback_start_R01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Fall\nikki_skill_jumphitback_start_R01.wav,-26.4 ,-24.2 ,"{'max': 1.3973333835601807, 'min': 1.3973333835601807, 'type': 'oneShot'}",0,0,nikki_skill_jumphitback_start_R01,0,0,nikki_skill_jumphitback_start,-3,0,Nikki_Skill_Fall_Cast_1_2,-2,0,Nikki_Skill_Fall,,,Nikki_Skill_Purege,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,3
-26.5 ,-23.7 ,nikki_skill_recovery_ball1,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Recovery\Nikki_Skill_Recovery_Cast\nikki_skill_recovery_ball\nikki_skill_recovery_ball1,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_skill_recovery_ball1.wav,-23.5 ,-20.7 ,"{'max': 1.7999999523162842, 'min': 1.7999999523162842, 'type': 'oneShot'}",0,0,nikki_skill_recovery_ball,-6,0,Nikki_Skill_Recovery_Cast,-2,0,Nikki_Skill_Recovery,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,3
-26.5 ,-23.3 ,SFX_Nikki_Skill_MedicineFairy_ZhiLiao_Cast_R02,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev_1_8_3C\Dev_1_8_3C\Nikki_Skill_1_8\Nikki_Skill_MedicineFairy\SFX_Nikki_Skill_MedicineFairy_ZhiLiao_Cast\SFX_Nikki_Skill_MedicineFairy_ZhiLiao_Cast_R02\SFX_Nikki_Skill_MedicineFairy_ZhiLiao_Cast_R02,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\3C\SFX_Nikki_Skill_MedicineFairy_ZhiLiao_Cast_R02.wav,-20.5 ,-17.3 ,"{'max': 3.5, 'min': 3.5, 'type': 'oneShot'}",0,0,SFX_Nikki_Skill_MedicineFairy_ZhiLiao_Cast_R02,0,0,SFX_Nikki_Skill_MedicineFairy_ZhiLiao_Cast,0,-3,Nikki_Skill_MedicineFairy,0,-6,Nikki_Skill_1_8,0,0,Dev_1_8_3C,0,0,Dev_1_8_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-26.5 ,-23.4 ,SFX_Nikki_Skill_MedicineFairy_ZhiLiaoJiPin_Cast_R03_V3,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev_1_8_3C\Dev_1_8_3C\Nikki_Skill_1_8\Nikki_Skill_MedicineFairy\SFX_Nikki_Skill_MedicineFairy_ZhiLiaoJiPin_Cast\SFX_Nikki_Skill_MedicineFairy_ZhiLiaoJiPin_Cast_R03_V3\SFX_Nikki_Skill_MedicineFairy_ZhiLiaoJiPin_Cast_R03_V3,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\3C\SFX_Nikki_Skill_MedicineFairy_ZhiLiaoJiPin_Cast_R03_V3.wav,-20.5 ,-17.4 ,"{'max': 2.9666666984558105, 'min': 2.9666666984558105, 'type': 'oneShot'}",0,0,SFX_Nikki_Skill_MedicineFairy_ZhiLiaoJiPin_Cast_R03_V3,0,0,SFX_Nikki_Skill_MedicineFairy_ZhiLiaoJiPin_Cast,0,-3,Nikki_Skill_MedicineFairy,0,-6,Nikki_Skill_1_8,0,0,Dev_1_8_3C,0,0,Dev_1_8_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
